function_name,pull_size,replica_num,avg_time
resnet34,83.29633808135986,1,9.0
resnet34,83.29633808135986,2,10.5
resnet34,83.29633808135986,3,12.666666666666666
resnet34,83.29633808135986,4,16.0
resnet34,83.29633808135986,5,16.2
resnet34,83.29633808135986,6,16.833333333333332
resnet34,83.29633808135986,7,19.285714285714285
resnet34,83.29633808135986,8,19.125
resnet34,83.29633808135986,9,19.555555555555557
resnet34,83.29633808135986,10,21.6
resnet34,83.29633808135986,11,20.0
resnet34,83.29633808135986,12,22.666666666666668
resnet34,83.29633808135986,13,25.0
resnet34,83.29633808135986,14,22.571428571428573
resnet34,83.29633808135986,15,24.333333333333332
resnet34,83.29633808135986,16,24.5
resnet34,83.29633808135986,17,24.529411764705884
resnet34,83.29633808135986,18,26.0
resnet34,83.29633808135986,19,26.473684210526315
resnet34,83.29633808135986,20,27.55
resnet34,83.29633808135986,21,29.428571428571427
resnet34,83.29633808135986,22,30.136363636363637
resnet34,83.29633808135986,23,31.869565217391305
resnet34,83.29633808135986,24,31.333333333333332
resnet34,83.29633808135986,25,31.84
resnet34,83.29633808135986,26,33.26923076923077
resnet34,83.29633808135986,27,31.11111111111111
resnet34,83.29633808135986,28,32.607142857142854
resnet34,83.29633808135986,29,39.13793103448276
resnet34,83.29633808135986,30,43.333333333333336
