function_name,pull_size,replica_num,avg_time
vggnet11,506.8455533981323,1,9.0
vggnet11,506.8455533981323,2,14.0
vggnet11,506.8455533981323,3,19.0
vggnet11,506.8455533981323,4,25.0
vggnet11,506.8455533981323,5,30.6
vggnet11,506.8455533981323,6,33.0
vggnet11,506.8455533981323,7,38.42857142857143
vggnet11,506.8455533981323,8,42.625
vggnet11,506.8455533981323,9,46.44444444444444
vggnet11,506.8455533981323,10,50.9
vggnet11,506.8455533981323,11,58.63636363636363
vggnet11,506.8455533981323,12,62.083333333333336
vggnet11,506.8455533981323,13,67.3076923076923
vggnet11,506.8455533981323,14,72.14285714285714
vggnet11,506.8455533981323,15,77.0
vggnet11,506.8455533981323,16,82.25
vggnet11,506.8455533981323,17,87.29411764705883
vggnet11,506.8455533981323,18,90.77777777777777
vggnet11,506.8455533981323,19,96.52631578947368
vggnet11,506.8455533981323,20,101.45
vggnet11,506.8455533981323,21,107.71428571428571
vggnet11,506.8455533981323,22,111.72727272727273
vggnet11,506.8455533981323,23,114.43478260869566
vggnet11,506.8455533981323,24,121.91666666666667
vggnet11,506.8455533981323,25,123.88
vggnet11,506.8455533981323,26,129.46153846153845
vggnet11,506.8455533981323,27,137.77777777777777
vggnet11,506.8455533981323,28,140.39285714285714
vggnet11,506.8455533981323,29,143.6551724137931
vggnet11,506.8455533981323,30,151.36666666666667
vggnet11,506.8455533981323,31,155.5483870967742
vggnet11,506.8455533981323,32,162.5
